date,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetEODCompletionTime,CapAct1yrUSD,CapMVRVCur,CapMVRVFF,CapMrktCurUSD,CapMrktFFUSD,CapRealUSD,IssTotNtv,IssTotUSD,NDF,NVTAdj,NVTAdj90,NVTAdjFF,NVTAdjFF90,PriceBTC,PriceUSD,ROI1yr,ROI30d,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,SplyFF,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d
2019-04-22,2891,378,21301,314507,85,7643,69092,19,2391,318549,315820,315004,312724,3649,31,9420,125,29839,592,6,13683,213,35753,1236,12,313919,5606,48,1614335206,3287109678.850277514537206651,1.8770802,1.07978834,4498109683.69822984442518217,2587532689.01853895064200487,2396333243.608610265248720394,0,0,0.983831243459,201.12220383,383.0992501495662,115.69532837,220.37742576465735,0.004435939771732448,23.8822124336454,85.18220274857435,58.79135810563334,0.000630747138,140345602.242498551714388965,103679813.826787339775518168,1797503.501185533781650911,137638407.161112856120427945,140345602.242498551714388965,101602720.565185832025264125,140345602.242498551714388965,140345602.242498551714388965,140345602.242498551714388965,94612084.848288697359870368,102608843.098220551446215367,140345602.242498551714388965,73.077579,186883009.940341204704904492,188297638.956018545172154133,188345591.710054623947978466,185300288.054230472445994116,188227026.681621326541656203,188320066.587696531498454194,181796055.367081410092389644,187876770.609891894259350642,188345601.988368498268432403,188345597.853746098958261022,188345494.958613533436752132,188308080.358982177306703175,188250563.624322994718934557,188040386.193672817876274556,183361510.938806483981518885,185853841.180109838020127293,187162044.566701134923591918,176266085.187245202915629868,188345574.834660354420715115,188312174.187341005662601389,188275744.693377248770935506,186431549.816757644217705143,187554598.894389874896389181,179721226.334359720092389644,188170246.74345078748652311,184296995.549858305787853744,185556646.115225472445994116,188309895.729495793927255273,187992229.615662106712829755,188345602.242498551714388965,108345602.242998551714388965,3815,0.04415509,3939,936473.4408123117,22365057.65194648005991163207,288.41296206,6887.939628533831017693524,17.77579562,424.525327173903441953148,1.934062327563488,0.05418384492519408,0.04744606754802959
