date,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetEODCompletionTime,BlkCnt,BlkSizeMeanByte,CapAct1yrUSD,CapMVRVCur,CapMVRVFF,CapMrktCurUSD,CapMrktFFUSD,CapRealUSD,DiffLast,DiffMean,FeeByteMeanNtv,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,FlowInExNtv,FlowInExUSD,FlowOutExNtv,FlowOutExUSD,FlowTfrFromExCnt,GasLmtBlk,GasLmtBlkMean,GasLmtTx,GasLmtTxMean,GasUsedTx,GasUsedTxMean,HashRate,IssContNtv,IssContPctAnn,IssContPctDay,IssContUSD,IssTotNtv,IssTotUSD,NDF,NVTAdj,NVTAdj90,NVTAdjFF,NVTAdjFF90,PriceBTC,PriceUSD,ROI1yr,ROI30d,RevAllTimeUSD,RevHashNtv,RevHashRateNtv,RevHashRateUSD,RevHashUSD,RevNtv,RevUSD,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,SplyExpFut10yr,SplyFF,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d
2021-10-01,571555,5626,1136648,16592945,1073,240011,5164536,128,36486,63633094,37249724,17926415,5731412,44244,155,282127,1326,1336166,6837,7,10714875,115883,28608006,637308,2692,47635964,3097525,17246,1633138687,6485,81217.039784117194,265638851767.6839191629260081,1.844821027666,1.756872258447,387162707186.5587484627554823,368705370093.1186279645480456,209864643442.5712315896754274,9509061623193451,9225946125218587.31102544,0.000017259004,0.007529583869317545,24.84342353147689326621445274,0.003582670086039198,11.82081133111699162435196197,9090.188010823907510773,29992546.02288138919389397478,305851.435558006287391907,1009139001.989289743221930343,271509.630669737356335595,895830216.4731073316192941243,86077,194702584658,30023528.860138781804,204778294873,169621.942255332931,99940537596,82782.738803392467,692.38911387,13578.9375,4.223821975,0.011572115,44802913.58392558668,13578.9375,44802913.58392558668,0.672315933521,47.164877678167,48.533848031048045,44.916370706504,46.220077678369954,0.068626663799936,3299.44177030976,836.3814719107315,-13.031368116845384,21563304539.65386596950689406,0.000245451859,21.20704060465,69971.395595636933,0.80985411569,14683.524052058633157537,48447432.59271027713945025033,0.047998663885,114293629.978628378633873423,59449364.200903228706061157,19916976.227700746762750547,80510240.901370739130006652,89802264.649466949192065247,36561766.337482687151129745,103314612.811529537322790253,108165078.154895070013771129,112238899.945222557476749965,25823802.316904498882940976,44693099.678349404036067154,114293629.978628378633873423,68.6116836247,94551982.114691353967090603,115204855.531445924893090103,117241051.169511445890815904,78890817.000874193068913281,111858579.438165732127709962,116788474.93730198186000154,48693848.059079260784566815,104976553.902171287379560971,117334182.131182446060514155,117255185.634649766616415583,116848724.087955924917149053,115414486.532815910976723999,112304406.158811586270840878,105791388.908731994195832198,51558749.105344894615289047,81559196.757052078202213438,95818395.448767598201186567,23905214.836342276482873952,117340622.03249462088594285,117318321.668201502589241659,117127160.289990332290017802,109534842.601960023974397198,114241618.631496827017484096,89065951.335184087196240578,116395093.930740368956029997,101366897.115777661553512014,45081109.891309630070352939,116907956.828237816547636224,114238651.906429917609640088,117341882.093652141363727051,166520287.85057485,111747803.343867962367692128,1207263,13.972951388889,957526,2487908.1187137347,8208707967.576869360731185461,3.706810013545220036,12230.40379329358624041507108,0.08603722,283.8747974693302892672,20.723960496465,0.05919290062710781,0.05549899351370088
