date,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetEODCompletionTime,BlkCnt,BlkSizeMeanByte,CapAct1yrUSD,CapMVRVCur,CapMVRVFF,CapMrktCurUSD,CapMrktFFUSD,CapRealUSD,DiffLast,DiffMean,FeeByteMeanNtv,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,HashRate,IssContNtv,IssContPctAnn,IssContPctDay,IssContUSD,IssTotNtv,IssTotUSD,NDF,NVTAdj,NVTAdj90,NVTAdjFF,NVTAdjFF90,PriceBTC,PriceUSD,ROI1yr,ROI30d,RevAllTimeUSD,RevNtv,RevUSD,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,SplyExpFut10yr,SplyFF,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d
2021-10-01,99377,6984,1078173,5593326,856,295208,2727409,121,86269,17948050,6513325,3782808,1470549,13400,10,119129,196,466098,1664,0,1088063,7082,2742785,86885,122,5621432,297875,865,1633144410,132,368816.348484848485,5109160541.671012139379891021,1.316801297845,0.904471836344,10222918140.84499212830054944,7021819889.43394941679652421,7763447801.558595278044118202,207219070276.449799,210428613610.59908942,2.7337E-8,0.00001302,0.00705713444167123266,0.0000022,0.0011924497520489026,1.33086631,721.35963698624451945973,1380781.136910130398112349328,825,1.596575043,0.0043741782,447168.657018338475,825,447168.657018338475,0.529557737871,8.92478891128,8.800367345314069,6.130173344129,6.0447118531405595,0.011273787001370994,542.022614567683,139.75435918800147,-17.08392949863331,1337536459.697016765826488878,826.33086631,447890.01665532471951945973,0.03441305634,16477445.28185358,6790717.78855977,768705.94922428,9426102.16687375,10285079.61807678,3104245.2009658,11837713.58153084,12723913.4572711,13976096.3496402,1577213.35110257,4359818.78373955,17092770.37557159,49.9775159233,13065891.00703708,18722823.66748371,18855170.41718299,9987822.01998622,18244127.96289502,18833790.17849707,6716045.77858944,17094230.33773912,18856387.54303295,18846249.92444043,18775505.19805033,18453202.17941229,17518880.13636648,13855569.7383569,2521889.0303564,7614894.57758435,10976589.01507009,0,18855222.82050452,18834076.96891879,18724668.38580933,13084153.22553217,17105716.92591939,6734587.21880444,18249101.74484157,10004564.57415782,6268172.08704988,18801054.62791977,17916388.0938462,18860685.63578069,20630240.625,12954846.71803694,102199,1.182858796296,199168,2113292.07035281,1145452093.317781960819434239,60.282562018203,32674.51187794489129682153365,0.00001853,0.01004367904793916599,207.847653927554,0.07561285787136465,0.05443339809881316
