date,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetEODCompletionTime,BlkCnt,BlkSizeMeanByte,BlkWghtMean,BlkWghtTot,CapAct1yrUSD,CapMVRVCur,CapMVRVFF,CapMrktCurUSD,CapMrktFFUSD,CapRealUSD,DiffLast,DiffMean,FeeByteMeanNtv,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,HashRate,IssContNtv,IssContPctAnn,IssContPctDay,IssContUSD,IssTotNtv,IssTotUSD,NDF,NVTAdj,NVTAdj90,NVTAdjFF,NVTAdjFF90,PriceBTC,PriceUSD,ROI1yr,ROI30d,RevAllTimeUSD,RevNtv,RevUSD,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,SplyExpFut10yr,SplyFF,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d
2021-10-01,421347,5341,884084,2646571,792,279469,1700768,133,44176,4319703,3431335,2333605,1567158,32203,110,224403,601,758233,3865,4,919379,5877,1741434,48397,140,2676882,295523,842,1633140498,579,183118.715025906736,569082.28497409,329498643,6816967336.409786857662492251,1.235053209995,1.173821169861,11383017323.41284497147885192,10818664817.82958006031693513,9216620977.374007304739017414,10617906.6407856997,10617906.6407856997,1.60099E-7,0.00011148,0.01848321457315117284,0.00000426,0.00070630152566939358,16.97465905,2814.37267247248334290115,305.6072011536732517749393647,7237.5,3.84772999,0.010541726,1199966.5004770507125,7237.5,1199966.5004770507125,0.672644455065,54.380520148929,56.77751725186864,51.684417531405,53.96257520166343,0.003448521705063379,165.798480204083,259.1161324552802,-8.539137905272305,1858665399.08156816583447067,7254.47465905,1202780.87314952319584290115,0.025867170792,68371143.43243937,29984191.9879852,2680640.86114165,41115982.05254182,45425668.36977797,11808976.218515,56721757.08274002,63038338.27498937,64945415.44790541,6902078.33998088,17948805.2661445,68371143.43243937,59.8871735211,54505257.64179375,68418686.89246731,68653289.13338493,46180902.71438706,67061015.68388766,68633019.91629114,33659845.10784445,61718226.8529518,68655411.73783769,68650340.60414155,68621810.3985558,68309410.3754228,66597786.68111466,60714556.82744034,31808744.38588011,44584020.31030459,53260668.03007358,9717419.14880733,68653484.34541686,68635640.26502554,68441406.27080006,54849748.91143695,61989508.10343565,34117627.23122635,67164056.634601,46503295.78599291,30808744.38487011,67763556.96843513,61650505.68808089,68655739.84394414,81429718.75,65251893.77196207,152261,1.762280092593,474051,1262506.12638351,209321597.0027298928555258713,8.416787704206,1395.490609557767691917473098,0.133566665,22.145150062927885693195,34.94369832413,0.06702458924983046,0.0639655377663487
