date,AdrActCnt,AdrBal1in100KCnt,AdrBal1in100MCnt,AdrBal1in10BCnt,AdrBal1in10KCnt,AdrBal1in10MCnt,AdrBal1in1BCnt,AdrBal1in1KCnt,AdrBal1in1MCnt,AdrBalCnt,AdrBalNtv0.001Cnt,AdrBalNtv0.01Cnt,AdrBalNtv0.1Cnt,AdrBalNtv100Cnt,AdrBalNtv100KCnt,AdrBalNtv10Cnt,AdrBalNtv10KCnt,AdrBalNtv1Cnt,AdrBalNtv1KCnt,AdrBalNtv1MCnt,AdrBalUSD100Cnt,AdrBalUSD100KCnt,AdrBalUSD10Cnt,AdrBalUSD10KCnt,AdrBalUSD10MCnt,AdrBalUSD1Cnt,AdrBalUSD1KCnt,AdrBalUSD1MCnt,AssetEODCompletionTime,BlkCnt,BlkSizeMeanByte,BlkWghtMean,BlkWghtTot,CapAct1yrUSD,CapMVRVCur,CapMVRVFF,CapMrktCurUSD,CapMrktFFUSD,CapRealUSD,DiffLast,DiffMean,FeeByteMeanNtv,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,FlowInExNtv,FlowInExUSD,FlowOutExNtv,FlowOutExUSD,FlowTfrFromExCnt,HashRate,HashRate30d,IssContNtv,IssContPctAnn,IssContPctDay,IssContUSD,IssTotNtv,IssTotUSD,NDF,NVTAdj,NVTAdj90,NVTAdjFF,NVTAdjFF90,PriceBTC,PriceUSD,ROI1yr,ROI30d,RevAllTimeUSD,RevHashNtv,RevHashRateNtv,RevHashRateUSD,RevHashUSD,RevNtv,RevUSD,SER,SplyAct10yr,SplyAct180d,SplyAct1d,SplyAct1yr,SplyAct2yr,SplyAct30d,SplyAct3yr,SplyAct4yr,SplyAct5yr,SplyAct7d,SplyAct90d,SplyActEver,SplyActPct1yr,SplyAdrBal1in100K,SplyAdrBal1in100M,SplyAdrBal1in10B,SplyAdrBal1in10K,SplyAdrBal1in10M,SplyAdrBal1in1B,SplyAdrBal1in1K,SplyAdrBal1in1M,SplyAdrBalNtv0.001,SplyAdrBalNtv0.01,SplyAdrBalNtv0.1,SplyAdrBalNtv1,SplyAdrBalNtv10,SplyAdrBalNtv100,SplyAdrBalNtv100K,SplyAdrBalNtv10K,SplyAdrBalNtv1K,SplyAdrBalNtv1M,SplyAdrBalUSD1,SplyAdrBalUSD10,SplyAdrBalUSD100,SplyAdrBalUSD100K,SplyAdrBalUSD10K,SplyAdrBalUSD10M,SplyAdrBalUSD1K,SplyAdrBalUSD1M,SplyAdrTop100,SplyAdrTop10Pct,SplyAdrTop1Pct,SplyCur,SplyExpFut10yr,SplyFF,SplyMiner0HopAllNtv,SplyMiner0HopAllUSD,SplyMiner1HopAllNtv,SplyMiner1HopAllUSD,TxCnt,TxCntSec,TxTfrCnt,TxTfrValAdjNtv,TxTfrValAdjUSD,TxTfrValMeanNtv,TxTfrValMeanUSD,TxTfrValMedNtv,TxTfrValMedUSD,VelCur1yr,VtyDayRet180d,VtyDayRet30d
2021-10-01,962201,9393,2257199,15932373,1057,473424,6833038,42,99594,38476602,18823544,9169972,3253074,16022,3,147386,82,811840,2176,0,15458077,408419,25112024,2100932,8283,33629424,6499137,91958,1633145377,140,1251684.157142857143,3422636.81428571,479169154,416292095453.9655382702715024,2.26565626698,1.747524136376,905390548127.1700109451361001,698337103804.1461491302215632,399615140797.1221184531048357,18997641161758.9492,18997641161758.9492,9.3064E-8,0.0000584,2.80776288277428528,0.0000144,0.69232509438270048,16.30821302,784068.410991992002131684,18048.91168342,867757950.328387285152947364,20387.84052025,980209278.64177267408077255,30145,132212900.7247173415503500668,137026773.3425960424855089674,875,1.695948045,0.004646433,42068365.110059925,875,42068365.110059925,0.348172606977,40.950289346288,91.93562032504319,31.585382154897,70.91089581952484,1,48078.1315543542,353.2843040051193,-1.2536954970235659,33034512564.94956988507544804,7.8E-11,0.000006741462,0.324116884859,0.000003751353,891.30821302,42852433.521051917002131684,0.081786450254,16451699.27060751,5052434.91052775,414751.01017862,8658657.93855427,10315060.95083859,1434562.95038277,12196040.23566749,13709107.95902214,14506879.28413686,741492.80833438,2772641.37113212,17056498.13917639,45.9792844442,11048563.20008213,18466124.53169391,18821107.01411361,6556664.68896157,17421613.38030014,18758462.43088737,2108657.04781892,15524641.34401327,18824996.21535778,18788368.9165447,18596269.80928294,17835340.04721089,16134338.02726261,11871786.31696095,578901.78732303,2605118.0818115,7921943.58944494,0,18828989.00418734,18828238.84675969,18820166.1661701,17292177.14782696,18435107.0890967,10827576.31752532,18751838.25018737,15373012.04148,2783247.70744861,18647751.22830718,17240467.80099915,18831650.04246454,20622964.0625,14525046.65275207,1797813.06039091,86435492827.61030303176460032,2661381.0813828,127954229746.9916998118969878,279255,3.232118055556,834832,459866.10456445,22109503072.63803154589202819,1.504356611022,72326.6550493781654998119924,0.00362333,174.202936404838203486,13.605422522425,0.04184259311467654,0.04385539823963731
